track_name,genre,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Stay Alive (Prod. SUGA of BTS),"Pop, K-Pop",Jung Kook,1,2022,2,11,590,5,246.376.690,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7
Boyfriend,"Pop, Ballad",Dove Cameron,1,2022,2,11,3766,0,496.311.364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6
The Joker And The Queen (feat. Taylor Swift),"Pop, Ballad","Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146.789.379,46,1,34,0,0,134,,Major,53,31,31,92,0,28,3
The Next Episode,"Hip hop, Rap","Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843.309.044,142,40,5.451,1,953,95,D#,Minor,92,31,89,3,0,8,25
Light Switch,"Pop, Electronic Dance Music",Charlie Puth,1,2022,1,19,4049,0,500.340.342,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31
City of Gods,"Hip hop, Rap","Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107.255.472,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38
Brividi,"Pop, Italian Pop","Mahmood, Blanco",2,2022,2,2,1175,0,135.079.152,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3
Lost,"Rock, Pop Rock",Frank Ocean,1,2012,1,1,29499,11,822.239.726,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22
In Da Club,"Hip hop, Rap",50 Cent,1,2002,1,1,30427,7,1.202.722.675,235,106,5.221,1,35,90,F#,Minor,90,79,71,26,0,7,37
she's all i wanna be,"Pop, Bedroom Pop",Tate McRae,1,2022,2,4,2711,0,343.197.054,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4
Ginseng Strip 2002,"Cloud Rap, Hip hop",Yung Lean,1,2013,8,16,4310,0,240.769.997,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4
All For Us - from the HBO Original Series Euphoria,"Pop, Alternative Pop","Labrinth, Zendaya",2,2019,8,4,5342,0,426.204.830,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9
Notion,"Pop, Indie Pop",The Rare Occasions,1,2016,8,5,2393,0,421.135.627,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8
Formula,"Pop, Alternative Pop",Labrinth,1,2019,10,4,3444,7,554.875.730,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4
Mount Everest,"Pop, Alternative Pop",Labrinth,1,2019,6,21,5443,0,467.727.006,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22
Excuses,"Punjabi Pop, Bhangra","Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327.498.031,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8
Cigarettes,"Emo Rap, Hip hop",Juice WRLD,1,2021,12,10,975,0,185.408.548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4
"Cayo La Noche (feat. Cruz Cafune, Abhir Hathi, Bejo, EL IMA)","Latin pop, Reggaeton","Quevedo, La Pantera, Juseph,Cruz Cafune, Abhir Hathi, Bejo, Abhir Hathi",7,2022,1,14,1034,1,245.400.167,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30
California Love - Original Version (Explicit),"Hip hop, West Coast Hip hop","Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579.395.142,128,17,1.663,0,0,92,G,Major,77,76,84,3,0,38,4
Forgot About Dre,"Hip hop, West Coast Hip hop","Eminem, Dr. Dre",2,1999,1,1,19067,0,675.039.469,78,15,1.674,0,3,134,G#,Major,93,61,74,9,0,17,8
Down Under (feat. Colin Hay),"Pop, Dance Pop","Luude, Colin Hay",2,2021,11,19,3541,2,252.871.192,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17
Mujeriego,"Latin pop, Reggaeton",Ryan Castro,1,2021,12,17,1492,0,231.996.128,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13
HUMBLE.,"Hip hop, Conscious Hip hop",Kendrick Lamar,1,2017,3,30,33206,1,1.929.770.265,284,114,1.481,0,5,150,C#,Minor,91,42,60,0,0,9,12
Stan,"Hip hop, Rap","Eminem, Dido",2,1999,11,21,17115,0,918.915.401,83,63,4.180,0,0,80,F#,Minor,78,53,74,4,0,45,21
Contection,"Hip hop, French Hip hop","GODZZ__-, Zakaria",2,2020,1,16,6955,0,1.180.896.317,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34
Swim,"Pop, Alternative Pop",Chase Atlantic,1,2017,10,4,2742,0,498.960.285,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4
A Tu Merced,"Latin pop, Reggaeton",Bad Bunny,1,2020,2,29,4214,11,685.071.800,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6
Numb Little Bug,"Pop, Bedroom Pop",Em Beihold,1,2022,1,28,2026,0,258.714.692,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9
212,"Pop, Alternative Pop","Mainstreet, Chefin",2,2022,1,15,352,0,143.139.338,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7
Problemon,"Latin pop, Reggaeton","Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209.768.491,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6
Bussin,"Hip hop, Rap","Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64.714.573,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5
Worst Day,"Hip hop, Rap",Future,1,2022,2,11,910,0,50.746.620,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40
Malvada,"Latin pop, Sertanejo",Ze Felipe,1,2022,1,28,601,0,154.119.539,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5
Hrs and Hrs,"Pop, Alternative Pop",Muni Long,1,2021,11,19,1800,0,181.328.253,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18
Alien Blues,"Indie Rock, Alternative Rock",Vundabar,1,2015,7,24,1930,0,370.068.639,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3
Thinking Out Loud,"Pop, Ballad",Ed Sheeran,1,2014,1,1,33032,0,2.280.566.092,363,129,3.895,0,28,79,D,Major,78,58,45,47,0,18,3
Still Don't Know My Name,"Pop, Indie Pop",Labrinth,1,2019,10,4,6332,0,563.902.868,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12
Christmas Tree,"Pop, Christmas",V,1,2021,12,24,509,9,317.622.165,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4
Mal Feito - Ao Vivo,"Latin pop, Sertanejo","Hugo e Guilherme, Marilia Mendonca",2,2022,1,14,971,2,291.709.698,35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7
When I R.I.P.,"Pop, Alternative Pop",Labrinth,1,2019,10,4,2578,0,203.680.270,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21
Do We Have A Problem?,"Hip hop, Rap","Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81.350.745,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40
Forever,"Pop, Ballad",Labrinth,1,2019,10,4,3618,0,282.883.169,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3
Gospel (with Eminem),"Hip hop, Rap","Eminem, Dr. Dre",2,2022,2,4,1040,0,64.787.943,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24
Senorita,"Pop, Latin pop","Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2.484.812.918,453,50,1.785,1,8,117,A,Minor,76,77,52,4,0,8,3
NEW MAGIC WAND,"Pop, Alternative Pop","Tyler, The Creator",2,2019,5,16,4708,0,461.437.791,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11
Adore You,"Pop, Indie Pop",Harry Styles,1,2019,12,6,13454,1,1.439.191.367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5
La Santa,"Latin pop, Reggaeton","Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759.208.783,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5
Something In The Way - Remastered 2021,"Grunge, Alternative Rock",Nirvana,1,1991,9,24,9514,0,368.646.862,45,27,1.197,0,43,106,G#,Major,44,8,20,74,42,11,3
Sweetest Pie,"Pop, Alternative Pop","Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299.634.472,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22
Bam Bam (feat. Ed Sheeran),"Pop, Dance Pop","Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756.907.987,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4
Una Noche en Medellin,"Latin pop, Reggaeton",Cris Mj,1,2022,1,21,5415,32,682.475.162,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8
Envolver,"Latin pop, Reggaeton",Anitta,1,2021,11,11,4673,2,546.191.065,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8
Starlight,"Pop, Alternative Pop",Dave,1,2022,3,3,1856,3,229.473.310,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28
Hati-Hati di Jalan,Pop,Tulus,1,2022,3,3,200,2,202.677.468,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4
"I'm Tired - From ""Euphoria"" An Original HBO Series",Pop,Labrinth,1,2022,2,4,1888,0,121.913.181,26,1,58,0,0,71,,Minor,28,26,20,19,0,30,3
DANcARINA,Pop,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208.166.039,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8
Yo Voy (feat. Daddy Yankee),"Reggaeton, Latin pop",Zion & Lennox,1,2004,5,4,2954,2,527.033.089,18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Latin Rap, Hip hop","Residente, Bizarrap",2,2022,3,3,461,0,94.616.487,7,11,13,0,0,71,C#,Minor,59,70,74,56,0,11,40
Jordan,Latin pop,Ryan Castro,1,2021,4,30,2844,2,394.030.335,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37
Nail Tech,Pop Rap,Jack Harlow,1,2022,2,18,2939,0,193.443.895,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9
Chale,Regional Mexican,Eden Munoz,1,2022,2,18,695,11,299.648.208,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4
DARARI,K-Pop,Treasure,1,2022,2,15,328,0,182.978.249,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4
Ya No Somos Ni Seremos,"Mariachi, Ranchera",Christian Nodal,1,2022,2,18,866,16,319.757.142,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3
Thinking with My Dick,Hip hop,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109.091.573,0,0,14,0,0,81,,Major,77,68,70,6,0,17,20
Freaky Deaky,Pop Rap,"Tyga, Doja Cat",2,2022,2,25,1729,0,153.240.879,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4
this is what falling in love feels like,Pop,JVKE,1,2021,9,3,2005,0,346.127.840,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6
La Zona,"Reggaeton, Latin TRap",Bad Bunny,1,2020,2,29,1188,0,312.622.938,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4
Bohemian Rhapsody - Remastered 2011,Rock,Queen,1,1975,10,31,40112,3,2.197.010.679,321,162,5.691,8,17,71,,Minor,41,23,40,27,0,30,5
Hope,Sad Rap,XXXTENTACION,1,2018,3,16,3659,0,1.200.808.494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6
Levitating,Pop,Dua Lipa,1,2020,3,27,9833,0,797.196.073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8
Wake Me Up - Radio Edit,Electronic Dance Music,Avicii,1,2013,1,1,50887,34,1.970.673.297,315,160,6.284,1,46,124,D,Major,53,66,78,0,0,16,5
"jealousy, jealousy",Pop,Olivia Rodrigo,1,2021,5,21,3257,0,665.765.558,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13
Money so big,Hip hop,YEAT,1,2021,9,10,1473,0,263.779.030,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9
Demasiadas Mujeres,Latin pop,C. Tangana,1,2020,10,8,2226,0,339.473.453,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39
Something Just Like This,Pop,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2.204.080.728,336,188,2.692,3,30,103,B,Minor,61,47,65,3,0,17,4
Closer,Pop,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2.591.224.264,315,159,2.179,0,44,95,G#,Major,75,64,52,41,0,11,3
O.O,"Pop, Alternative Rock, Indie Pop",NMIXX,1,2022,2,22,290,0,135.444.283,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29
Somebody That I Used To Know,"Indie Pop, Indie Rock, Folk","Gotye, Kimbra",2,2011,1,1,42798,0,1.457.139.296,217,136,6.508,1,,129,,Major,86,75,52,54,0,10,4
Tom's Diner,Pop Rap,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236.872.197,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14
First Class,"Latin TRap, Reggaeton",Jack Harlow,1,2022,4,8,8737,0,694.525.298,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10
Plan A,"Latin pop, Reggaeton",Paulo Londra,1,2022,3,23,1105,0,240.661.097,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4
Fuera del mercado,"Reggaeton, Latin pop",Danny Ocean,1,2022,2,17,2499,21,421.365.166,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14
XuLTIMA,"Pop, Ballad","Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349.746.291,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5
When You're Gone,Pop Rap,Shawn Mendes,1,2022,3,31,2092,0,255.120.451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4
In My Head,Pop,Lil Tjay,1,2022,4,1,1185,0,190.981.339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12
Wait a Minute!,"K-Pop, Dance Pop",Willow,1,2015,1,11,11985,0,924.193.303,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3
LOVE DIVE,"Latin pop, Reggaeton",IVE,1,2022,4,5,753,8,305.771.063,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4
Pantysito,"Latin TRap, Reggaeton","Feid, Alejo, Robi",3,2022,3,18,2995,0,273.005.485,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6
Chance,Pop,Paulo Londra,1,2022,4,6,225,0,89.566.512,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6
Cool for the Summer,"Pop, ElectroPop",Demi Lovato,1,2015,1,1,9243,0,677.389.855,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4
psychofreak (feat. WILLOW),"ElectroPop, SynthPop","Camila Cabello, Willow",2,2022,4,7,918,0,75.476.209,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8
Angel Baby,"Latin TRap, Reggaeton",Troye Sivan,1,2021,9,9,1959,9,408.843.328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3
Vampiro,"Latin TRap, Reggaeton","Matuê, Wiu",3,2022,1,30,540,4,187.772.591,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4
Si Quieren Frontear,Pop Rap,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178.512.385,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23
Right On,"Latin TRap, Reggaeton",Lil Baby,1,2022,4,8,1116,0,101.780.047,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34
Me Arrepenti,Pop,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118.381.354,12,2,4,0,0,92,,Major,86,91,79,29,0,60,16
That's Hilarious,"Latin pop, Reggaeton",Charlie Puth,1,2022,4,8,686,2,146.363.130,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6
Soy El Unico,"Reggaeton, Latin pop",Yahritza Y Su Esencia,1,2022,3,25,226,0,126.443.991,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3
RUMBAToN,"Reggaeton, Latin pop",Daddy Yankee,1,2022,3,25,1264,0,157.990.698,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4
sentaDONA (Remix) s2,"Pop, Funk Carioca","Luisa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176.290.831,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27
Falling,"Pop, Rock",Harry Styles,1,2019,12,13,7556,0,1.023.187.129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3
Sigue,"Pop, Latin","Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106.933.107,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7
Fim de Semana no Rio,"Pop, MPB",teto,1,2022,3,30,315,2,139.193.812,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10
MANIAC,"K-Pop, Hip hop",Stray Kids,1,2022,3,18,651,0,212.234.990,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41
There's Nothing Holdin' Me Back,"Pop, Rock",Shawn Mendes,1,2016,9,23,12382,0,1.714.490.998,229,57,1.370,2,71,122,D,Major,86,97,80,36,0,9,6
IDGAF (with blackbear),"Pop, Hip hop","Blackbear, BoyWithUke",2,2022,3,18,625,0,197.643.795,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8
Golden,"Pop, Rock",Harry Styles,1,2019,12,13,8429,1,807.015.863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6
Get Lucky - Radio Edit,"Pop, Funk, Disco","Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933.815.613,203,1,8.215,0,0,116,F#,Minor,79,87,81,4,0,10,4
Ain't Shit,"Pop, R&B",Doja Cat,1,2021,6,25,3436,0,499.710.590,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21
"Nobody Like U - From ""Turning Red""",Pop-Rock,"Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar's Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120.847.157,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15
Still Life,"Rock alternative, K-Pop",BIGBANG,1,2022,4,5,181,0,53.909.146,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3
Photograph,"Pop, Rock",Ed Sheeran,1,2014,6,20,18778,3,2.236.667.932,228,105,2.453,0,84,108,E,Major,61,20,38,61,0,10,5
Love Yourself,"Rap, Rock",Justin Bieber,1,2015,11,9,22730,5,2.123.309.722,289,87,2.430,0,36,100,E,Major,61,53,38,84,0,28,44
N95,"Pop, Rock",Kendrick Lamar,1,2022,5,13,5542,0,301.242.089,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14
About Damn Time,"Rap, Rock",Lizzo,1,2022,4,14,9021,0,723.894.473,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7
Die Hard,"Rap, Rock","Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237.351.106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27
Despues de la Playa ,"Merengue, Mambo",Bad Bunny,1,2022,5,6,2229,0,461.558.540,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31
Un Ratito,"Reggeaton, Pop",Bad Bunny,1,2022,5,6,1112,6,417.230.415,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5
United In Grief,"Rap, Rock",Kendrick Lamar,1,2022,5,13,2575,0,156.898.322,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43
Father Time (feat. Sampha),"Rap, Rock","Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127.309.180,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35
Yo No Soy Celoso,"Reggeaton, Pop",Bad Bunny,1,2022,5,6,1179,0,313.113.297,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5
Rich Spirit,"Rap, Rock",Kendrick Lamar,1,2022,5,13,3486,0,173.702.135,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21
Cooped Up (with Roddy Ricch),"Hip hop, Rap, Pop","Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271.666.301,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33
Me Fui de Vacaciones,"Latin pop, Reggaeton, TRap",Bad Bunny,1,2022,5,6,1443,0,305.650.299,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5
Silent Hill,"Hip hop, Rap, TRap","Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123.216.717,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9
La Corriente,"Reggaeton, Latin pop","Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479.655.659,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20
Count Me Out,"Hip hop, Rap",Kendrick Lamar,1,2022,5,13,2729,0,126.191.104,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9
Andrea,"Latin pop, Indie Pop","Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344.055.883,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38
Dos Mil 16,"Reggaeton, Latin pop",Bad Bunny,1,2022,5,6,892,3,338.422.004,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5
We Cry Together,"Hip hop, Rap, R&B","Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68.895.644,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36
Savior,"Hip hop, Rap","Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86.176.890,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46
Un Coco,"Reggaeton, Latin pop",Bad Bunny,1,2022,5,6,1029,28,403.231.558,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6
Otro Atardecer,"Latin pop, Indie Pop",Bad Bunny & The Marias,2,2022,5,6,1681,7,319.546.754,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4
Worldwide Steppers,"Hip hop, Rap",Kendrick Lamar,1,2022,5,13,1480,0,61.739.839,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36
Aguacero,"Reggaeton, Latin pop",Bad Bunny,1,2022,5,6,829,0,283.359.161,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7
Purple Hearts,"Hip hop, Rap, R&B","Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76.831.876,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29
Un Verano Sin Ti,"Reggaeton, Latin pop",Bad Bunny,1,2022,5,6,1004,1,283.332.261,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6
ULTRA SOLO,"Latin pop, Reggaeton","Polima WestCoast, Pailita",2,2022,2,14,1367,0,307.752.576,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21
Ensename a Bailar ,"Reggaeton, Latin pop",Bad Bunny,1,2022,5,6,1112,3,279.737.940,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8
El Apagon,"Reggaeton, Latin pop",Bad Bunny,1,2022,5,6,1209,0,212.351.890,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31
Callaita,"Reggaeton, Latin pop","Bad Bunny, Tainy",2,2019,5,31,9539,15,1.304.313.953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31
Dua Lipa,Pop,Jack Harlow,1,2022,5,6,1992,0,150.500.965,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8
Agosto,"Reggaeton, Latin pop",Bad Bunny,1,2022,5,6,897,0,246.127.838,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12
House Of Memories,"Pop Rock, Emo Pop",Panic! At The Disco,1,2016,1,15,2948,0,582.863.434,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3
Mr. Morale,"Hip hop, Rap","Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58.687.425,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32
That That (prod. & feat. SUGA of BTS),"Pop, K-Pop, Hip hop","PSY, Suga",2,2022,4,29,802,0,212.109.195,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9
In The Stars,Pop,Benson Boone,1,2022,4,29,2224,8,382.199.619,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5
Rich - Interlude,Hip hop,Kendrick Lamar,1,2022,5,13,1103,0,41.210.087,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9
SUPERMODEL,"Rock, Pop Rock",Maneskin,1,2022,5,13,2265,0,231.657.891,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6
Stefania (Kalush Orchestra),"Folk, Pop",KALUSH,1,2022,3,10,555,0,53.729.194,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4
Thousand Miles,"Pop, Hip hop",The Kid Laroi,1,2022,4,22,2050,0,244.741.137,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8
Crown,Hip hop,Kendrick Lamar,1,2022,5,13,1493,0,42.485.571,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4
Auntie Diaries,Hip hop,Kendrick Lamar,1,2022,5,13,1545,0,37.778.188,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38
PUFFIN ON ZOOTIEZ,Hip hop,Future,1,2022,4,29,2350,0,254.218.729,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31
Mirror,Hip hop,Kendrick Lamar,1,2022,5,13,1929,0,53.603.447,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7
Beautiful Girl,Pop,Luciano,1,2022,4,22,710,4,160.035.717,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Latin pop, TRap","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164.163.229,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9
Savior - Interlude,Hip hop,Kendrick Lamar,1,2022,5,13,1194,0,37.091.576,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19
Pasoori,"Pop, Folk","Shae Gill, Ali Sethi",2,2022,2,6,349,6,284.249.832,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4
Mother I Sober (feat. Beth Gibbons of Portishead),"Hip hop, Soul","Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33.381.454,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35
TUS LaGRIMAS,"Latin pop, Reggaeton","Sech, Mora",2,2022,4,1,1308,2,184.622.518,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25
Where Did You Go?,"Dance Pop, Electronic dance music","MNEK, Jax Jones",2,2022,1,26,4531,0,300.983.101,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4
I Tried to Tell Y'all,Hip hop,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121.077.868,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36
Honest (feat. Don Toliver),"Pop, R&B","Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106.919.680,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6
ZOOM,"Pop, K-Pop",Jessi,1,2022,4,13,608,0,136.996.305,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16
